age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.64,0.677,0.747,0.848,0.556,0.707,0.505,0.556,0.313,0.99,0.303,0.869,0.879,0.283,0.02,0.919,0.606,0.162,0.04,0.04,0.859,0.01,0.253,0.879,0.131,0.222,0.495,0.111,0.788,0.919,0.212,0.677,0.03,0.091,0.182,0.96,0.515,0.667,0.869,0.98,0.02,0.808,1.0,0.242,0.576,0.283,0.949,0.788,0.232,0.515,0.687,0.576,0.026,0.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.92,0.717,0.343,0.97,0.354,0.071,0.919,0.152,0.818,1.0,0.626,0.424,0.152,0.606,0.444,0.768,0.465,0.919,0.404,0.424,0.343,0.374,0.03,0.798,0.919,0.242,0.081,0.242,0.566,0.04,0.687,0.848,0.949,0.818,0.919,0.273,0.727,0.99,0.808,0.465,0.838,0.768,0.01,0.303,0.667,0.283,0.01,0.687,0.03,0.848,0.667,0.949,0.196,0.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.71,0.283,0.495,0.384,0.525,0.263,0.768,0.566,0.333,0.03,0.899,0.303,0.04,0.051,0.051,0.535,0.414,0.626,0.071,0.374,0.273,0.343,0.838,0.879,0.788,0.273,0.919,0.192,0.465,0.121,0.111,0.374,0.576,0.838,0.091,0.727,0.111,0.525,0.364,0.778,0.455,0.525,0.121,0.212,0.505,0.111,0.222,0.97,0.0,0.525,0.343,0.434,0.14,0.39,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.72,0.737,0.354,0.576,0.444,0.303,0.394,0.606,0.717,0.424,0.141,0.303,0.101,0.364,0.242,0.434,0.818,0.222,0.293,0.939,0.687,0.333,0.909,0.182,0.535,0.374,0.162,0.0,0.909,0.091,0.535,0.455,0.758,0.586,0.0,0.515,0.828,0.03,0.909,0.677,0.232,0.04,0.03,0.222,0.646,0.222,0.091,0.051,0.293,0.394,0.97,0.333,0.235,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.62,0.343,0.121,0.232,0.131,0.667,0.838,0.111,0.01,0.444,0.778,0.111,0.505,0.677,0.828,0.434,0.515,0.182,0.0,0.677,0.343,0.515,0.677,0.182,0.242,0.061,0.525,0.02,0.273,0.727,0.394,0.737,0.626,0.263,0.535,0.283,0.01,0.889,0.051,0.768,0.97,0.172,0.758,0.879,0.061,0.869,0.101,0.96,0.323,0.061,0.03,0.152,0.004,0.11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.67,0.424,0.616,0.869,0.03,0.333,0.202,0.273,0.263,0.626,0.273,0.778,0.747,0.414,0.727,0.566,0.101,0.374,0.333,0.404,0.828,0.465,0.485,0.859,0.253,0.636,0.778,0.626,0.141,0.697,0.111,0.162,0.636,0.869,0.212,0.384,0.02,0.899,0.778,0.162,0.152,0.879,0.232,0.131,0.354,0.343,0.202,0.98,0.374,0.899,0.131,0.727,0.085,0.06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.66,0.293,0.101,0.061,0.283,0.98,0.99,0.758,0.717,0.838,0.596,0.828,0.091,0.485,0.495,0.838,0.303,0.899,0.192,0.182,0.96,0.859,0.828,0.616,0.101,0.354,0.03,0.061,0.919,0.404,0.273,0.687,0.212,0.939,0.859,0.141,0.303,0.333,0.01,0.313,0.798,0.131,0.414,0.788,0.212,0.838,0.697,0.061,0.404,0.505,0.626,0.859,0.093,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.67,0.394,0.596,0.616,0.212,0.172,0.303,0.162,0.596,0.859,0.636,0.051,0.364,0.364,0.707,0.879,0.364,0.343,0.677,0.414,0.101,0.273,0.727,0.879,0.061,0.636,0.495,0.03,0.061,0.798,0.97,0.808,0.677,0.646,0.939,0.657,0.99,0.949,0.434,0.899,0.202,0.768,0.384,0.465,0.343,0.707,0.758,0.737,0.96,0.798,0.404,0.899,0.174,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.77,0.657,0.222,0.99,0.515,0.97,0.859,0.606,0.465,0.141,0.97,0.172,0.253,0.808,0.424,0.111,0.939,0.97,0.899,0.707,0.768,0.02,0.081,0.131,0.99,0.071,0.182,0.293,0.192,0.515,0.687,0.697,0.545,0.121,0.758,0.323,0.364,0.293,0.202,0.98,0.242,0.475,0.859,0.051,0.01,0.626,0.576,0.283,0.838,0.323,0.909,0.828,0.271,0.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.68,0.919,0.384,0.606,0.263,0.747,0.404,0.485,0.869,0.818,0.586,0.606,0.263,0.081,0.798,0.374,0.242,0.414,0.333,0.02,0.677,0.525,0.475,0.343,0.616,0.04,0.859,0.899,0.747,0.848,0.343,0.384,0.343,0.071,0.253,0.636,0.505,0.081,0.707,0.394,0.606,0.071,0.384,0.747,0.354,0.222,0.99,0.283,0.465,0.424,0.414,0.677,0.003,0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.93,0.97,0.283,0.071,0.747,0.535,0.485,0.0,0.576,0.828,0.778,0.838,0.677,0.333,0.242,0.141,0.192,0.747,0.869,0.354,0.354,0.737,0.0,0.869,0.182,0.929,1.0,0.525,0.343,0.01,0.697,0.566,0.646,0.939,0.788,0.455,0.717,0.475,0.99,0.343,0.434,0.404,0.192,0.202,0.02,0.444,0.394,0.899,0.616,0.879,0.253,0.212,0.041,0.76,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.83,0.838,0.97,0.182,0.061,0.576,0.929,0.838,0.465,0.04,0.232,0.677,0.596,0.677,0.859,0.525,0.788,0.253,0.99,0.747,0.889,0.727,0.758,0.717,0.818,0.505,0.737,0.818,0.707,0.091,0.444,0.525,0.758,0.818,0.99,0.596,0.98,0.202,0.232,0.222,0.747,0.657,0.98,0.879,0.838,0.03,0.667,0.263,0.333,0.727,0.03,0.859,0.081,0.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.7,0.394,0.889,0.515,0.869,0.657,0.374,0.505,0.404,0.929,0.515,0.545,0.808,0.909,0.96,0.576,0.586,0.576,0.121,0.253,0.414,0.626,0.808,0.404,0.99,0.646,0.596,0.434,0.848,0.424,0.394,0.374,0.889,0.313,0.071,0.354,0.869,0.475,0.273,0.919,0.556,0.798,0.687,0.535,0.96,0.182,0.525,0.899,0.96,0.717,0.97,0.768,0.184,0.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.7,0.111,0.434,0.768,0.081,0.889,0.485,0.061,0.667,0.232,0.747,0.646,0.929,0.455,0.283,0.889,0.131,0.98,0.778,0.131,0.263,0.626,0.636,0.04,0.949,0.586,0.152,0.374,0.051,0.283,0.273,0.515,0.545,0.535,0.626,0.121,0.707,0.02,0.586,0.293,0.081,0.424,0.141,0.051,0.384,0.465,0.576,0.707,1.0,0.596,0.576,0.859,0.073,0.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.68,1.0,0.828,0.424,0.455,0.495,0.01,0.707,0.818,0.273,1.0,0.384,0.778,0.121,0.737,0.03,0.879,0.343,0.606,0.03,0.434,0.434,0.869,0.596,0.404,0.949,0.061,0.909,0.737,0.535,0.758,0.646,0.222,0.636,0.929,0.657,0.747,0.495,0.01,0.808,0.293,0.828,0.747,0.859,0.131,0.737,0.101,0.263,0.051,0.323,0.646,0.525,0.196,0.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.88,0.778,0.303,0.02,0.051,0.313,0.515,0.131,0.798,0.293,0.606,0.424,0.96,0.424,0.354,0.99,0.929,0.727,0.051,0.515,0.212,0.444,0.384,0.96,0.697,0.636,0.505,0.152,0.04,0.939,0.556,0.263,0.98,0.253,0.909,0.576,0.111,0.354,0.364,0.384,0.677,0.253,0.697,0.333,0.303,0.444,0.828,0.646,1.0,0.101,0.677,0.929,0.228,0.93,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.75,0.97,0.475,0.222,0.869,0.111,0.889,0.242,0.131,0.192,0.818,0.131,0.263,0.212,0.495,0.576,0.061,0.414,0.141,0.667,0.859,0.242,0.838,0.303,0.354,0.394,0.475,0.273,0.071,0.121,0.364,0.838,0.495,0.556,0.293,0.111,0.919,0.818,0.293,0.99,0.444,0.657,0.707,0.626,0.646,0.444,0.01,0.333,0.263,0.545,0.051,0.747,0.189,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.83,0.495,0.646,0.576,0.374,0.586,0.444,0.465,0.768,0.556,0.848,0.545,0.586,0.424,0.909,0.364,0.01,0.01,0.919,0.131,0.485,0.818,0.04,0.303,0.343,0.778,0.455,0.212,0.838,0.01,0.081,0.263,0.616,0.323,0.505,0.697,0.354,0.222,0.323,0.051,0.222,0.657,0.081,0.737,0.707,0.838,0.707,0.212,0.747,0.848,0.283,0.343,0.003,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.85,0.081,0.202,0.162,0.576,0.061,0.384,0.939,0.889,0.455,0.343,0.141,0.576,0.96,0.182,0.485,0.626,0.727,1.0,0.111,0.131,0.727,0.01,1.0,0.273,0.949,0.929,0.758,0.99,0.727,0.859,0.313,0.909,0.798,0.525,0.515,0.657,0.141,0.303,0.535,0.374,0.586,0.889,0.263,0.838,0.182,0.707,0.01,0.586,0.242,0.253,0.303,0.233,0.77,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.67,0.111,0.283,0.667,0.535,0.889,0.828,0.081,0.202,0.879,0.808,0.808,0.384,0.515,0.687,0.525,0.051,0.697,1.0,0.182,0.465,0.535,0.303,0.333,0.222,0.505,0.364,0.566,0.101,0.808,0.566,0.152,0.939,0.535,0.798,0.758,0.818,0.374,0.061,1.0,0.323,0.444,0.131,0.273,0.485,0.616,0.141,0.626,0.192,0.111,0.535,0.485,0.07,0.32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.98,0.485,0.192,0.152,0.939,0.354,0.01,0.111,0.626,0.515,0.121,0.01,0.727,0.222,0.04,0.848,0.384,0.061,0.141,0.586,0.657,0.222,0.091,0.343,1.0,0.495,0.939,0.495,0.333,0.697,0.081,0.364,0.97,1.0,0.707,1.0,0.869,0.01,0.394,0.869,0.98,0.01,0.485,0.192,0.758,0.293,0.455,0.626,0.293,0.545,0.576,0.667,0.279,0.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.434,0.949,0.576,0.768,0.949,0.04,0.576,0.081,0.758,0.576,0.99,0.152,0.778,0.131,0.202,0.111,0.343,0.505,0.212,0.242,0.01,0.263,0.222,0.273,0.586,0.071,0.323,0.818,0.99,0.646,0.97,0.475,0.081,0.616,0.475,0.485,0.394,0.323,0.364,0.99,0.556,0.98,0.949,0.919,0.424,0.232,0.97,0.101,0.879,0.525,0.293,0.002,0.86,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.76,0.081,0.687,0.051,0.323,0.202,0.687,0.778,0.646,0.152,0.899,0.091,0.192,0.717,0.727,0.949,0.242,0.505,0.03,0.636,0.838,0.788,1.0,0.838,0.323,0.586,0.525,0.475,0.061,0.343,0.869,0.697,0.657,0.939,0.434,0.939,0.131,0.0,0.949,0.374,0.838,0.667,0.99,0.879,0.394,0.354,0.364,0.939,0.242,0.172,0.768,0.677,0.24,0.88,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.92,0.293,0.465,0.899,0.101,0.242,0.818,0.949,0.343,0.818,0.222,0.141,0.929,0.747,0.222,0.576,0.424,0.919,0.737,0.899,0.495,0.323,0.091,0.939,0.02,0.232,0.02,0.162,0.859,0.02,0.202,0.455,0.394,0.222,0.303,0.364,0.212,0.768,0.737,0.141,0.03,0.606,0.434,0.182,0.798,0.818,0.848,0.121,0.0,0.0,0.727,0.343,0.281,0.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.72,0.323,0.859,0.889,0.03,0.242,0.677,0.374,0.01,0.101,0.081,0.545,0.798,0.879,0.657,0.131,0.04,0.051,0.535,0.919,0.566,0.273,0.737,1.0,0.434,0.172,0.0,0.061,0.859,0.091,0.515,0.828,0.03,0.384,0.343,0.798,0.364,0.879,0.667,0.737,0.354,0.354,0.162,0.061,0.051,0.616,0.384,0.071,0.636,0.616,0.99,0.232,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.99,0.879,0.818,0.081,0.879,0.131,0.768,0.111,0.343,0.646,0.707,0.798,0.859,0.141,0.354,0.04,0.374,0.96,0.222,0.232,0.899,0.939,0.323,0.162,0.323,0.636,0.354,0.051,0.646,0.768,0.111,0.414,0.515,0.061,0.495,0.394,0.222,0.182,0.313,0.414,0.323,0.838,0.919,0.475,0.242,0.848,0.576,0.97,0.505,0.929,0.838,0.131,0.255,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.68,0.273,0.576,0.859,0.96,0.162,1.0,0.798,0.04,0.444,0.091,0.788,0.687,0.172,0.424,0.192,0.485,0.253,0.455,0.444,0.394,0.747,0.838,0.192,0.343,0.091,0.283,0.172,0.061,0.0,0.727,0.98,0.566,0.727,0.667,0.798,0.273,0.03,0.869,0.848,0.182,0.384,0.535,0.889,0.313,1.0,0.303,0.384,0.364,0.636,0.081,0.404,0.208,0.83,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.61,0.354,0.586,0.162,0.182,0.515,0.04,0.525,0.394,0.788,0.556,0.071,0.212,0.061,0.333,0.343,0.808,0.818,0.091,0.101,0.253,0.848,0.283,0.212,0.636,0.667,0.768,0.646,0.071,0.929,0.798,0.313,0.091,0.404,0.343,1.0,0.727,0.879,0.697,0.909,0.717,0.869,0.212,0.556,0.242,0.051,0.242,0.889,0.071,0.576,0.172,0.01,0.031,0.96,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.68,0.939,0.707,0.909,0.081,0.828,0.737,0.414,0.303,0.535,0.465,0.919,0.768,0.424,0.687,0.172,0.576,0.646,0.283,0.212,0.515,0.758,0.121,0.283,0.566,0.0,0.707,0.525,0.283,0.838,0.879,0.253,0.778,0.131,0.222,0.566,0.303,0.263,0.232,0.687,0.646,0.99,0.293,0.354,0.727,0.657,0.222,0.475,0.051,0.404,0.03,0.364,0.258,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.88,0.616,0.455,0.505,0.859,0.202,0.364,0.788,0.465,0.97,0.535,0.313,0.515,0.283,0.263,0.505,0.384,0.192,0.0,0.202,0.04,0.0,0.444,0.192,0.99,0.576,0.071,0.121,0.677,0.333,0.394,0.98,0.717,0.202,0.091,0.778,0.889,0.283,0.818,0.04,0.919,0.859,0.717,0.313,0.929,0.434,0.212,0.818,0.131,0.848,0.323,0.899,0.089,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.64,0.525,0.606,0.374,0.505,0.182,0.152,0.899,0.596,0.758,0.02,0.606,0.566,0.323,0.98,0.253,0.515,0.96,0.131,0.03,0.919,0.364,0.96,0.758,0.687,0.899,0.859,0.98,0.788,0.364,0.586,0.192,0.354,0.02,0.0,0.808,0.374,0.636,0.899,0.232,0.212,0.96,0.03,0.616,0.424,0.566,0.646,0.293,0.414,0.152,0.242,1.0,0.167,0.66,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.81,0.859,0.465,0.657,0.707,0.97,0.616,0.576,0.717,0.606,0.333,0.859,0.455,0.949,0.677,0.475,0.02,0.343,0.303,0.697,0.768,0.384,0.0,0.939,0.667,0.121,0.253,0.737,0.091,0.798,0.414,0.566,0.737,0.576,0.323,0.0,0.071,0.051,0.424,0.283,0.929,0.939,0.899,0.354,0.192,0.101,1.0,0.455,0.444,0.283,0.99,0.091,0.22,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.7,0.071,0.535,0.899,0.606,0.939,0.475,0.283,0.01,0.828,0.596,0.465,0.657,0.141,0.303,0.485,0.919,0.222,0.232,0.263,0.788,0.081,0.798,0.222,0.677,0.758,0.01,0.182,0.253,0.323,0.283,0.141,0.919,0.465,0.081,0.97,0.869,0.677,0.657,0.182,0.848,0.505,0.798,0.606,0.313,0.111,0.929,0.303,0.505,0.192,0.717,0.394,0.019,0.77,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.91,0.04,0.606,0.717,0.465,0.333,0.606,0.596,0.141,0.455,0.071,0.111,0.182,0.96,0.242,0.222,0.899,0.212,0.596,0.687,0.414,0.606,0.636,0.586,0.051,0.172,0.051,0.182,0.303,0.667,0.394,0.455,0.434,0.131,0.424,0.051,0.606,0.98,0.657,0.576,0.586,0.273,0.96,0.313,0.01,0.465,0.394,0.465,1.0,0.081,0.99,0.152,0.041,0.93,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.96,0.111,0.646,0.485,0.061,0.525,0.818,0.879,0.758,0.737,0.071,0.354,0.818,1.0,0.646,0.141,0.828,0.808,0.899,0.131,0.343,0.03,0.899,0.131,0.465,0.121,0.111,0.404,0.414,0.232,0.707,0.828,0.869,0.192,0.192,0.909,0.626,0.97,0.434,0.808,0.101,0.111,0.697,0.768,0.04,0.051,0.141,0.273,0.04,0.273,0.545,0.0,0.062,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.97,0.242,0.212,0.515,0.556,0.131,0.808,0.687,0.545,0.667,0.475,0.414,0.687,0.01,0.919,0.394,0.04,0.566,0.374,0.545,0.081,0.162,0.04,0.131,0.697,0.434,0.899,0.899,0.212,0.727,0.465,0.606,1.0,0.141,0.495,0.374,0.586,0.03,0.03,0.162,0.253,0.576,0.667,0.838,0.202,0.424,0.152,0.586,0.515,0.566,0.808,0.949,0.284,0.84,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.81,0.232,0.091,0.909,0.04,0.869,0.212,0.515,0.212,0.04,0.424,0.434,0.242,0.909,0.949,0.778,0.212,0.455,0.222,0.071,0.182,0.323,0.434,0.313,0.475,0.333,0.566,0.707,0.091,0.343,0.364,0.273,0.101,0.788,0.293,0.424,0.162,1.0,0.788,0.667,0.253,0.929,0.535,0.364,0.152,0.798,1.0,0.354,0.808,0.545,0.091,0.525,0.044,0.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.96,0.394,0.636,0.101,0.222,0.97,0.838,0.535,0.081,0.303,0.889,0.394,0.545,0.99,0.869,0.04,0.606,0.98,0.687,0.535,0.899,0.505,0.758,0.657,0.949,0.0,0.485,0.192,0.182,0.596,0.242,0.788,0.545,0.384,0.424,0.121,0.576,0.212,0.687,0.455,0.525,0.505,0.293,0.374,0.848,0.212,0.828,0.414,0.677,0.192,0.253,0.303,0.269,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.82,0.192,0.99,0.354,0.505,0.242,0.717,0.949,0.586,0.97,0.667,0.263,0.556,0.192,0.96,0.121,0.182,0.293,0.0,0.626,0.596,0.485,0.909,0.232,0.333,0.758,0.172,0.818,0.131,0.141,0.768,0.404,0.535,0.535,0.636,0.99,0.343,0.313,0.354,0.404,0.848,0.848,0.707,0.758,0.646,0.939,0.192,0.051,0.0,0.455,0.566,0.98,0.233,0.42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.72,0.394,0.081,0.232,0.717,0.465,0.808,0.626,0.869,0.929,0.899,0.859,0.091,0.192,0.172,0.949,0.374,0.111,0.071,0.97,0.475,0.697,0.919,0.323,0.172,0.768,0.737,0.384,0.051,0.0,0.444,0.889,0.293,0.717,1.0,0.172,0.949,0.131,0.202,0.535,0.97,0.697,0.162,0.424,0.697,0.737,0.788,0.202,0.747,0.556,0.778,0.374,0.177,0.81,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.65,0.879,0.677,0.465,0.828,0.061,0.131,0.253,0.091,1.0,0.354,0.02,0.576,0.374,0.303,0.697,0.788,0.313,0.101,0.253,0.596,0.424,0.737,0.111,0.737,0.152,0.414,0.202,0.061,0.788,0.242,0.859,0.869,0.535,0.01,0.626,0.667,0.778,0.081,0.475,0.768,0.111,0.525,0.313,0.131,0.929,0.606,0.232,0.919,0.333,0.222,0.828,0.241,0.68,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.76,0.808,0.152,0.313,0.525,0.677,0.848,0.576,0.485,0.626,0.434,0.182,0.626,0.222,0.394,0.374,0.04,0.687,0.737,0.04,0.293,0.828,0.303,0.869,0.434,0.818,0.313,0.798,0.172,0.455,0.505,0.313,0.03,0.242,0.566,0.586,0.717,0.333,0.646,0.444,0.313,0.061,0.414,0.838,0.253,0.545,0.505,0.889,0.323,0.162,0.838,0.061,0.149,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
