age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.657,0.697,1.0,0.02,0.97,0.465,0.949,0.677,0.0,0.919,0.202,0.586,0.556,0.798,0.98,0.919,0.828,0.737,0.0,0.293,0.343,0.465,0.939,0.232,0.354,0.495,0.202,0.212,0.121,0.657,0.091,0.404,0.929,0.333,0.535,0.717,0.677,0.949,0.596,0.051,0.778,0.313,0.212,0.576,0.455,0.475,0.556,0.838,0.444,0.646,0.495,0.899,0.099,0.57,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.677,0.747,0.384,0.707,0.475,0.98,0.606,0.929,0.101,0.727,0.576,0.394,0.798,0.576,0.768,0.172,0.818,0.798,0.677,0.778,0.798,0.182,0.747,0.081,0.172,0.646,0.586,0.414,0.374,0.778,0.253,0.596,0.071,0.616,0.01,0.091,0.768,0.747,0.929,0.576,0.444,0.222,0.657,0.091,0.566,0.374,0.414,0.232,0.051,0.646,0.061,0.253,0.006,0.37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.879,0.707,0.707,0.414,0.768,0.859,0.364,0.121,0.232,0.263,0.434,0.051,0.545,0.717,0.253,0.98,0.949,0.162,0.354,0.434,0.838,0.788,0.616,0.485,0.525,0.141,0.374,0.677,0.03,0.505,0.222,0.253,0.99,0.141,0.333,0.152,0.667,0.121,0.929,0.505,0.505,0.657,0.677,0.99,0.354,0.758,0.384,0.273,0.051,0.323,0.313,0.273,0.062,0.73,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.838,0.616,0.929,0.919,0.818,0.394,0.626,0.414,0.828,0.515,0.778,0.394,0.455,0.596,0.768,0.364,0.636,0.919,0.394,0.414,0.222,0.131,0.747,0.03,0.505,0.071,0.02,0.859,0.798,0.465,0.758,0.778,0.02,0.747,0.667,0.99,0.465,0.364,0.717,0.919,0.374,0.323,0.404,0.212,0.313,0.96,0.535,0.99,0.222,0.495,0.697,0.545,0.184,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.859,0.232,0.434,0.101,0.535,0.576,0.141,0.859,0.515,0.889,0.263,0.394,0.657,0.232,0.99,0.788,0.909,0.071,0.919,0.495,0.97,0.424,0.96,0.869,0.879,0.222,0.98,0.798,0.576,0.424,0.586,0.424,0.212,0.465,0.283,0.919,0.293,0.939,0.788,0.293,0.889,0.99,0.444,0.343,0.879,0.192,0.525,0.0,0.828,0.657,0.455,0.606,0.004,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.889,0.374,0.081,0.667,0.899,0.818,0.04,0.475,0.424,0.273,0.03,0.182,0.949,0.747,0.788,0.343,0.889,0.879,0.677,0.485,0.071,0.606,0.677,0.162,1.0,0.97,0.03,0.253,0.97,0.152,0.859,0.364,0.434,0.273,0.01,0.576,0.97,0.414,0.657,0.162,0.697,0.374,0.737,0.586,0.808,0.364,0.323,0.525,0.747,0.212,0.475,0.434,0.228,0.98,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.96,0.081,0.606,0.869,0.293,0.162,0.798,0.333,0.384,0.889,0.677,0.333,0.778,0.182,0.202,0.758,0.354,0.828,0.828,0.02,0.505,0.949,0.424,0.788,0.051,0.303,0.606,0.444,0.838,0.566,0.293,0.283,0.091,0.475,0.788,0.879,0.818,0.646,0.495,0.192,0.818,0.566,0.505,0.061,0.394,0.515,0.505,0.828,0.263,0.505,0.687,0.04,0.113,0.84,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.758,0.141,0.091,0.253,0.535,0.697,0.465,0.333,0.606,0.293,0.586,0.444,0.333,0.909,0.798,0.081,0.848,0.859,0.263,0.939,0.778,0.505,0.626,0.424,0.525,0.212,0.04,0.657,0.939,0.475,0.939,0.677,0.293,0.515,0.283,0.263,0.444,0.737,0.283,0.828,0.02,0.99,0.737,0.646,0.384,0.444,0.586,0.758,0.96,0.455,0.485,0.576,0.244,0.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.778,0.212,0.838,0.222,0.586,0.97,0.253,0.232,0.646,0.727,0.404,0.859,0.283,0.394,0.283,0.707,0.364,0.333,0.929,0.475,0.141,0.667,0.172,0.444,0.455,0.061,0.333,0.111,0.949,0.02,0.818,0.253,0.747,0.394,0.303,0.475,0.384,0.141,0.677,0.798,0.343,0.444,0.162,0.545,0.788,0.03,0.97,0.505,0.152,0.909,0.323,0.404,0.071,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.768,0.364,0.424,0.323,0.071,0.717,0.808,1.0,0.02,0.081,0.394,0.556,0.919,0.97,0.616,0.465,0.697,0.99,0.172,0.465,0.596,0.636,0.626,0.677,0.0,0.01,0.96,0.364,0.273,0.707,0.475,0.788,0.889,0.505,0.909,0.485,0.96,0.505,0.313,0.596,0.869,0.717,0.202,0.404,0.758,0.899,0.828,0.909,0.01,0.394,0.424,0.176,0.71,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.687,0.808,0.475,0.455,0.242,1.0,0.798,0.485,0.354,0.091,0.414,0.646,0.061,0.889,0.141,0.778,0.909,0.434,0.152,0.869,0.323,0.808,0.788,0.04,0.737,0.909,0.172,0.525,0.071,0.475,0.04,0.232,0.162,0.283,0.606,0.707,0.152,0.333,0.596,0.606,0.778,0.545,0.152,0.182,0.141,0.192,0.0,0.758,0.02,0.071,0.949,0.606,0.153,0.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.758,0.323,0.646,0.374,0.707,0.646,0.949,0.081,0.707,0.444,0.859,0.374,0.242,0.111,0.384,0.515,0.889,0.747,0.313,0.091,0.828,0.949,0.929,0.152,0.172,0.01,0.0,0.131,0.566,0.364,0.788,0.485,0.838,0.444,0.222,0.222,0.929,0.596,0.333,0.505,0.293,0.747,0.414,0.051,0.354,0.677,0.404,0.727,0.424,0.273,0.535,0.04,0.032,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.848,0.667,0.859,0.172,0.111,0.424,0.535,0.657,0.162,0.475,0.192,0.384,0.737,0.131,0.03,0.626,0.455,0.212,0.657,0.333,0.636,0.747,0.626,0.697,0.071,0.899,0.02,0.212,0.576,0.485,0.455,0.818,0.455,0.98,0.455,0.566,0.576,0.495,0.354,0.98,0.394,0.374,0.455,0.939,0.03,0.515,0.111,0.101,0.606,0.535,0.758,0.404,0.292,0.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.879,0.485,0.606,0.343,0.788,0.848,0.434,0.323,0.293,0.343,0.212,0.04,0.768,0.636,0.808,0.626,0.859,0.939,0.444,0.717,0.455,0.96,0.626,0.141,0.535,0.061,0.596,0.172,0.869,0.909,0.838,0.384,0.333,0.828,0.374,0.293,0.0,0.657,0.404,0.828,0.778,1.0,0.747,0.263,0.747,0.101,0.283,0.121,0.98,0.394,0.899,0.313,0.06,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.98,0.232,0.788,0.051,0.717,0.434,0.172,0.727,0.747,0.677,0.939,0.434,0.707,0.182,0.515,0.747,0.404,0.02,0.525,0.869,0.323,0.899,0.616,0.687,0.515,0.222,0.101,0.707,0.99,0.616,0.98,0.758,0.475,0.263,0.01,0.414,0.535,0.455,0.525,0.525,0.354,0.657,0.172,0.081,0.97,0.616,0.96,0.768,0.525,0.96,0.818,0.293,0.054,0.57,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.848,0.222,0.212,0.758,0.091,0.323,0.909,0.97,0.717,0.566,0.939,0.444,0.131,0.889,0.98,0.283,0.859,0.273,0.697,0.354,0.424,0.162,0.687,0.646,0.556,0.687,0.737,0.444,0.626,0.535,0.263,0.364,0.253,0.657,0.394,0.838,0.172,0.101,0.727,0.313,0.919,0.283,0.687,0.657,0.697,0.667,0.293,0.081,0.859,0.03,0.929,0.687,0.112,0.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.616,0.828,0.707,0.374,0.737,0.253,0.495,0.788,0.727,0.949,0.01,0.909,0.495,0.818,0.798,0.414,0.485,0.444,0.545,0.101,0.354,0.98,0.646,0.606,0.788,0.263,0.384,0.525,0.232,0.667,0.545,0.768,0.98,0.727,0.737,0.667,0.717,0.323,0.545,0.667,0.778,0.061,0.939,0.889,0.081,0.434,0.182,0.98,0.909,0.919,0.606,0.434,0.021,0.57,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.96,0.212,0.202,0.04,0.828,0.949,0.303,0.111,0.03,0.253,0.02,0.455,0.869,0.091,0.152,0.586,0.646,0.434,0.646,0.818,0.121,0.424,0.98,0.556,0.404,0.061,0.131,0.677,0.949,0.061,0.111,0.354,0.152,0.465,0.576,0.475,0.303,0.414,0.909,0.121,0.737,0.798,0.697,0.071,0.788,0.01,0.485,0.667,0.414,0.838,0.929,0.778,0.091,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.96,0.414,0.02,0.364,0.96,0.444,0.677,0.364,0.263,0.586,0.354,0.778,0.071,0.384,0.414,0.838,0.414,0.485,0.848,0.162,0.303,0.848,1.0,0.222,0.465,0.424,0.293,0.192,0.111,0.646,0.081,0.394,0.556,0.495,0.919,0.343,0.919,0.081,0.343,0.667,0.394,0.475,0.586,0.04,0.515,0.758,0.535,0.899,0.646,0.253,0.263,0.242,0.04,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
