age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.78,0.283,0.889,0.606,0.121,0.889,0.667,0.919,0.828,0.869,0.99,0.677,0.374,0.525,0.545,0.939,0.121,0.152,0.909,0.434,0.051,0.071,0.253,0.162,0.515,0.717,0.96,0.626,0.717,0.657,0.121,0.343,0.798,0.778,0.727,0.818,0.838,0.131,0.162,0.788,0.323,1.0,0.212,0.283,0.596,0.253,1.0,0.707,0.727,0.051,0.657,0.111,0.168,0.61,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.74,0.081,0.495,0.879,0.465,0.111,0.626,0.313,0.485,0.152,0.04,0.111,0.283,0.545,1.0,0.03,0.091,0.535,0.03,0.131,0.879,0.162,0.131,0.869,0.909,0.96,0.707,0.727,0.091,0.091,0.535,0.374,0.222,0.354,0.434,0.263,0.828,0.586,0.434,0.98,0.707,0.919,0.646,0.485,0.758,0.808,0.212,0.838,0.192,0.0,0.101,0.949,0.035,0.73,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.72,0.778,0.343,0.778,0.495,0.02,0.727,0.253,0.121,0.141,0.101,0.071,0.808,0.051,0.859,0.899,0.182,0.586,0.283,0.677,0.687,0.495,0.424,0.131,0.626,0.455,0.869,0.798,0.323,0.707,0.434,0.444,0.081,0.556,0.758,0.192,0.313,0.919,0.98,0.051,0.303,0.434,0.717,0.434,0.071,0.111,0.889,0.646,0.616,0.616,0.717,0.384,0.095,0.93,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.84,0.889,0.475,0.495,0.364,0.273,0.465,0.636,0.131,0.495,0.616,0.182,0.434,0.889,0.758,0.859,0.424,0.505,0.071,0.566,0.97,0.525,0.323,0.424,0.02,0.657,0.354,0.566,0.293,0.303,0.222,0.545,0.919,0.02,0.96,0.242,0.97,0.465,0.121,0.222,0.596,0.677,0.303,0.657,0.747,0.838,0.364,0.808,0.192,0.828,0.111,0.99,0.294,0.62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.95,0.354,0.646,0.071,0.374,0.081,0.697,0.051,0.788,0.323,0.03,0.111,0.434,0.162,0.626,0.242,0.061,0.444,0.182,0.758,0.525,0.495,0.313,1.0,0.485,0.222,0.283,0.859,0.424,0.465,0.091,0.505,0.242,0.96,0.293,0.616,0.929,0.525,0.374,0.596,0.364,0.04,0.848,0.495,0.626,0.778,0.141,0.586,0.535,0.222,0.091,0.313,0.073,0.7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.7,0.414,0.576,0.152,0.677,0.889,0.899,0.768,0.0,0.97,0.384,0.838,0.444,0.253,0.97,0.162,0.576,0.182,0.232,0.879,0.919,0.768,0.758,0.657,0.364,0.808,0.727,0.182,0.97,0.707,0.606,0.556,0.444,0.525,0.333,0.747,0.444,0.747,0.99,0.97,0.354,0.313,0.616,0.384,0.283,0.566,0.909,0.96,0.354,0.646,0.242,0.535,0.12,0.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.94,0.465,0.889,0.929,0.091,0.101,0.323,0.98,0.747,0.182,0.101,0.0,0.556,0.414,0.101,0.434,0.535,0.061,0.273,0.465,0.97,0.869,0.404,0.879,0.01,0.838,0.646,0.727,0.343,0.758,0.04,0.525,0.899,0.636,0.313,0.03,0.808,0.576,0.879,0.04,0.737,0.354,0.101,0.899,0.02,0.808,0.919,0.172,0.424,0.778,0.444,0.283,0.01,0.58,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.95,0.01,0.838,0.677,0.616,0.919,0.354,0.636,0.98,0.404,0.071,0.828,0.273,0.747,0.808,0.707,0.929,0.515,0.172,0.01,0.182,0.727,0.687,0.97,0.03,0.04,0.747,0.0,0.141,0.768,0.808,0.242,0.556,0.98,0.667,0.919,0.091,0.192,0.404,0.293,0.121,0.222,0.717,0.96,0.596,0.313,0.273,0.717,0.616,0.505,0.788,0.677,0.15,0.71,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.67,0.929,0.909,0.162,0.535,0.455,0.808,0.515,0.596,0.02,0.202,0.394,0.677,0.525,0.939,0.03,0.606,0.707,0.758,0.96,0.576,0.232,0.333,0.01,0.323,0.606,0.919,0.364,0.081,0.576,0.919,0.364,0.515,0.515,0.566,0.768,0.384,0.758,0.121,0.818,0.081,0.202,0.99,0.495,0.727,0.394,0.343,0.465,0.737,0.869,0.364,1.0,0.134,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.95,0.697,0.333,0.899,0.525,0.242,0.455,0.364,0.879,0.919,0.97,0.283,0.444,0.737,0.818,0.182,0.455,0.01,0.212,0.798,0.566,0.848,0.495,0.859,0.071,0.01,0.525,0.717,0.586,0.131,0.394,0.99,0.677,0.697,0.253,0.374,0.192,0.04,0.232,0.343,0.909,0.889,0.283,0.99,0.808,0.212,0.202,0.586,0.909,0.0,0.889,0.758,0.107,0.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.88,0.455,0.283,0.788,0.131,0.576,0.172,0.192,0.141,0.576,0.374,0.263,0.192,0.727,0.859,0.03,0.929,0.455,0.576,0.182,0.04,0.97,0.616,0.212,0.869,0.505,0.889,0.455,0.091,0.192,0.424,0.838,0.909,0.909,0.768,0.586,0.04,0.929,0.525,0.646,0.232,0.566,0.434,0.687,0.838,0.475,0.283,0.374,0.293,1.0,0.838,0.01,0.234,0.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.67,0.01,0.99,0.202,0.182,0.04,0.182,0.98,0.869,0.606,0.798,0.101,0.768,0.889,0.182,0.828,0.899,0.121,0.081,0.02,0.818,0.202,0.384,0.222,0.798,0.818,0.374,0.697,0.141,0.495,0.788,0.758,0.768,0.828,0.99,0.99,0.576,0.091,0.535,0.606,0.121,0.212,0.071,0.374,0.04,0.111,0.071,0.687,0.091,0.293,0.343,0.354,0.238,0.73,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.384,0.778,0.869,0.384,0.333,0.859,0.505,0.141,0.848,0.828,0.152,0.586,0.869,0.293,0.657,0.354,0.758,0.697,0.535,0.283,0.778,0.606,0.091,0.838,0.949,0.556,0.354,0.253,0.586,0.687,0.293,0.182,0.061,0.495,0.384,0.475,0.808,0.737,0.04,0.333,0.091,0.081,0.091,0.162,0.626,0.141,0.04,0.364,0.97,0.949,0.182,0.165,0.72,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.65,0.919,0.101,0.758,0.071,0.01,0.859,0.616,0.525,0.636,0.313,0.141,0.212,0.141,0.505,0.606,0.081,0.798,0.818,0.364,0.444,0.02,0.879,0.556,0.768,0.101,0.586,0.495,0.131,0.828,0.303,0.899,0.737,0.788,0.556,0.939,0.111,0.434,0.384,0.525,0.051,0.545,0.475,0.111,0.869,0.434,0.556,0.99,0.081,0.232,0.475,0.677,0.189,0.63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.94,0.939,0.798,0.455,0.343,0.97,0.131,0.798,0.939,0.303,0.04,0.182,0.566,0.152,0.253,0.495,0.889,0.515,0.182,0.606,0.202,0.061,0.313,0.939,0.222,0.97,0.091,0.707,0.798,0.677,0.475,0.02,0.404,0.172,0.869,0.727,0.172,0.02,0.717,0.525,0.485,0.222,0.343,0.788,0.222,0.495,0.444,0.97,0.232,0.747,0.707,0.657,0.219,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.8,0.818,0.879,0.707,0.273,0.667,0.505,0.818,0.121,0.02,0.343,0.162,0.162,0.939,0.717,0.323,0.02,0.455,0.071,0.566,0.848,0.97,0.323,0.121,0.798,0.778,0.152,0.414,0.273,0.242,0.727,0.838,0.768,0.949,0.808,0.576,0.101,1.0,0.727,0.394,0.545,0.96,0.768,0.808,0.172,0.828,0.465,0.636,0.828,0.636,0.111,0.071,0.043,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.7,0.626,0.495,0.788,0.273,0.576,0.02,0.606,0.545,0.273,0.081,0.929,0.586,0.707,0.747,0.889,0.333,0.798,0.515,0.455,0.919,1.0,0.818,0.394,0.99,0.525,0.364,0.162,0.859,0.828,0.919,0.758,0.051,0.01,0.343,0.505,0.051,0.01,0.869,0.263,0.172,1.0,0.404,0.253,0.091,0.889,0.303,0.303,0.303,0.121,0.081,0.99,0.094,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.88,0.354,0.879,0.364,0.263,0.667,0.101,0.939,0.111,0.798,0.0,0.505,0.111,0.0,0.141,0.929,0.636,0.071,0.677,0.455,0.434,0.97,0.424,0.434,0.929,0.485,0.182,0.586,0.232,0.293,0.495,0.081,0.707,0.384,0.717,0.212,0.636,0.444,0.737,0.03,0.222,0.586,0.293,0.707,0.657,0.848,0.556,0.232,0.273,0.424,0.384,0.747,0.12,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.8,0.788,0.343,0.606,0.697,0.141,0.869,0.182,0.232,0.273,0.091,0.242,0.596,0.879,0.323,0.99,0.253,0.192,0.606,0.141,0.869,0.485,0.96,0.071,0.515,0.616,0.313,0.182,0.323,0.242,0.576,0.556,0.98,0.364,0.424,0.384,0.505,0.333,0.465,0.333,0.354,0.061,0.03,0.687,0.919,0.788,0.121,0.818,0.131,0.212,0.495,0.232,0.258,0.92,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.68,0.273,0.778,0.848,0.04,0.364,0.98,0.374,0.414,0.141,0.96,0.354,0.737,0.354,0.222,0.354,0.232,0.212,0.515,0.384,0.222,0.242,0.162,0.818,0.465,0.364,0.667,0.99,0.697,0.96,0.071,0.818,0.899,0.798,0.202,0.697,0.626,0.212,0.333,0.919,0.818,0.04,0.303,0.212,0.96,0.01,1.0,0.556,0.04,0.697,0.434,0.323,0.031,0.39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.92,0.424,0.667,0.232,0.646,0.828,1.0,0.131,0.354,0.636,0.98,0.636,0.778,0.374,0.333,0.283,0.455,0.727,0.747,0.071,0.596,0.061,0.343,0.717,0.121,0.535,0.717,0.101,0.071,0.808,0.646,0.283,0.798,0.657,0.424,0.172,0.404,0.828,0.545,0.172,0.657,0.263,0.172,0.687,0.414,0.838,0.626,0.909,0.98,0.0,0.616,0.636,0.292,0.86,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.68,0.364,0.677,0.091,0.323,0.232,0.02,0.899,0.01,0.343,0.354,0.465,0.404,0.303,0.879,0.586,0.232,0.364,0.424,0.313,0.899,0.091,0.788,0.323,0.343,0.384,0.081,0.737,0.788,0.354,0.566,0.071,0.586,0.97,0.04,0.737,0.465,0.818,0.545,0.03,0.444,0.202,0.323,0.697,0.061,0.222,0.384,0.323,0.545,0.687,0.788,0.919,0.295,0.64,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.81,0.273,0.576,0.333,0.939,0.253,0.323,0.929,0.879,0.808,0.0,0.768,0.889,0.394,1.0,0.162,0.535,0.828,0.192,0.828,0.677,0.04,0.788,0.212,0.182,0.212,0.616,0.424,0.778,0.455,0.101,0.828,0.101,0.919,0.798,0.475,0.222,0.364,0.859,0.96,0.687,0.04,0.081,0.545,0.535,0.0,0.505,0.576,0.758,0.747,0.939,0.535,0.241,0.61,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.72,0.485,0.889,0.081,0.081,0.222,0.687,0.848,0.465,0.616,0.313,0.182,0.253,0.414,0.051,0.545,0.03,0.253,0.99,0.0,0.02,0.04,0.859,0.455,0.99,0.495,0.051,0.071,0.677,0.293,0.121,0.515,0.677,0.152,0.818,0.131,0.657,0.97,0.687,0.212,0.576,0.283,0.162,0.061,0.869,0.879,0.707,0.273,0.424,0.283,0.838,0.808,0.013,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.7,0.899,0.152,0.848,0.414,0.202,0.626,0.535,0.293,0.697,0.444,0.455,0.596,0.141,0.242,0.586,0.253,0.747,0.687,0.758,0.545,0.333,0.818,0.283,0.232,0.768,0.535,0.889,0.465,0.384,0.869,0.172,0.333,0.626,0.899,0.202,0.232,0.677,0.848,0.788,0.788,0.626,0.141,0.828,0.313,0.465,0.616,0.848,0.374,0.192,0.455,0.293,0.134,0.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.65,0.606,0.859,0.374,0.465,0.939,0.596,0.061,0.465,0.768,0.03,0.283,0.222,0.848,0.576,0.01,0.293,0.182,0.939,0.626,0.152,0.788,0.364,0.929,0.444,0.404,0.626,0.677,0.01,0.747,0.667,0.818,0.404,0.465,0.576,0.677,0.455,0.687,0.354,0.192,0.525,0.798,0.879,0.919,0.323,0.717,0.04,0.525,0.364,0.111,0.475,0.778,0.267,0.32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.83,0.727,0.202,0.556,0.475,0.98,0.899,0.465,0.141,0.424,0.848,0.081,0.152,0.04,0.818,0.96,0.101,0.455,0.838,0.727,0.798,0.01,0.172,0.263,0.808,1.0,0.98,0.98,0.889,0.263,0.97,1.0,0.0,0.364,0.162,0.03,0.384,0.535,0.626,0.576,0.475,0.586,0.697,0.525,0.364,0.02,0.919,0.242,1.0,0.525,0.616,0.606,0.025,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.76,0.051,0.515,0.737,0.061,0.465,0.333,0.232,0.606,0.465,0.253,0.657,0.929,0.949,0.596,0.616,0.303,0.444,0.212,0.606,0.545,0.556,0.768,0.242,0.515,0.182,0.232,0.899,0.475,0.545,0.606,0.323,0.949,0.667,0.657,0.929,0.394,0.162,0.859,0.051,0.212,0.525,0.717,0.364,0.677,0.515,0.121,0.485,0.646,0.323,0.616,0.495,0.222,0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.98,0.919,0.323,0.859,0.768,0.576,0.485,0.596,0.586,0.283,0.374,0.04,0.929,0.333,0.606,0.929,0.404,0.0,0.657,0.515,0.343,0.919,0.657,0.313,0.182,0.303,0.111,0.96,0.081,0.01,0.606,0.485,0.283,0.101,0.606,0.97,0.343,0.576,0.919,0.727,0.0,0.596,0.646,0.566,0.081,0.596,0.737,0.747,0.687,0.313,0.919,0.687,0.233,0.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.89,0.667,0.152,0.232,0.333,0.444,0.343,0.071,0.697,0.394,0.848,0.444,0.99,0.899,0.929,0.232,0.818,0.222,0.444,0.303,0.263,0.697,0.859,0.99,0.04,0.566,0.788,0.495,0.646,0.535,0.616,0.636,0.657,0.646,0.061,0.434,0.364,0.434,0.96,0.131,0.354,0.343,0.172,0.879,0.434,0.364,0.657,0.566,0.475,0.949,0.414,0.626,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.71,0.949,0.01,0.455,0.02,0.303,0.97,1.0,0.364,0.04,0.111,0.828,0.697,0.192,0.828,0.02,0.747,0.859,0.101,0.232,0.929,0.354,0.323,0.646,0.343,0.273,0.364,0.99,0.707,0.929,0.586,0.04,0.535,0.626,0.03,0.919,0.717,0.707,0.939,0.455,0.535,0.838,0.162,0.212,0.788,0.768,0.061,0.273,0.717,0.061,0.424,0.152,0.21,0.63,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.94,0.253,0.596,0.687,0.778,0.434,0.323,0.576,0.101,0.141,0.071,0.273,0.283,0.051,0.071,0.04,0.091,0.343,0.919,0.919,0.131,0.788,0.01,0.384,0.899,0.434,0.869,0.03,0.727,0.475,0.364,0.141,0.586,0.566,0.455,0.01,0.96,0.889,0.414,0.242,0.485,0.465,0.172,0.101,0.354,0.747,0.96,0.475,0.404,0.465,0.404,0.515,0.007,0.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.78,0.586,0.424,0.081,0.98,0.838,0.879,0.162,0.444,0.101,0.414,0.03,0.687,0.01,0.111,0.455,0.03,0.879,0.152,0.768,0.778,0.444,0.0,0.818,0.323,0.545,0.798,0.646,0.293,0.121,0.778,0.202,0.909,0.434,0.333,0.374,0.444,0.606,0.758,0.525,0.545,0.081,0.313,0.242,0.121,0.222,0.343,0.556,0.424,0.556,0.061,0.242,0.169,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.89,0.343,0.899,0.081,0.051,0.03,0.939,0.808,0.566,0.0,0.051,0.586,0.162,0.273,0.343,0.273,0.081,0.747,0.848,0.091,0.606,0.162,0.98,0.687,0.808,0.101,0.121,0.929,0.949,0.737,0.677,0.798,0.586,0.253,0.899,0.919,0.99,0.556,0.323,0.465,0.313,0.929,0.747,0.343,0.889,0.071,0.96,0.0,0.394,0.525,0.596,0.091,0.142,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.67,0.727,0.667,0.606,0.97,0.949,0.98,0.808,0.162,0.121,0.091,0.667,0.03,0.808,0.525,0.202,0.323,0.101,0.414,0.97,0.545,0.333,0.121,0.374,0.424,0.414,0.323,0.798,0.859,0.545,0.343,0.677,0.778,0.0,0.071,0.828,0.364,0.808,0.909,0.434,0.859,0.192,0.909,0.071,0.202,0.97,0.576,0.646,0.182,0.051,0.515,0.01,0.049,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.6,0.848,0.879,0.576,0.061,0.515,0.646,0.303,0.96,0.808,0.596,0.414,0.646,0.949,0.818,0.404,0.01,0.919,0.788,0.333,0.727,0.657,0.232,0.283,0.111,0.515,0.818,0.556,0.455,0.879,0.778,0.01,0.091,0.232,0.192,0.606,0.657,0.485,0.051,0.212,0.798,0.485,0.222,0.667,0.343,0.222,0.152,0.929,0.323,0.283,0.121,0.707,0.084,0.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.99,0.384,0.697,0.778,0.293,0.303,0.788,0.747,0.667,0.475,0.717,0.727,0.384,0.172,0.909,0.414,0.606,0.939,0.535,0.778,0.192,0.222,0.202,0.737,0.879,1.0,0.242,0.576,0.242,0.02,0.485,0.657,0.424,0.99,0.04,0.192,0.283,0.818,0.04,0.424,0.848,0.677,0.141,0.253,0.889,0.97,0.071,0.545,0.162,0.253,0.0,0.364,0.074,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.83,0.091,0.848,1.0,0.242,0.293,0.939,0.414,0.677,0.394,0.455,0.949,0.273,0.899,0.091,0.677,0.636,1.0,0.606,0.747,0.96,0.909,0.212,0.202,0.162,0.697,0.707,0.657,0.01,0.758,0.98,0.04,0.697,0.293,0.566,0.737,0.232,0.091,0.798,0.97,0.475,0.828,0.465,0.061,0.343,0.081,0.172,0.879,0.929,0.667,0.636,0.404,0.13,0.99,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
