age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.7,0.384,0.111,0.293,0.98,0.929,0.707,0.768,0.727,0.222,0.576,0.364,0.929,0.758,0.919,0.768,0.394,0.384,0.222,0.303,0.909,0.202,0.828,0.646,0.394,0.212,0.899,0.879,0.444,0.97,0.929,0.616,0.0,0.636,0.283,0.485,0.646,0.788,0.03,0.99,0.808,0.172,0.343,0.697,0.808,0.384,0.485,0.667,0.475,0.111,0.99,0.929,0.067,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.96,0.818,0.606,0.061,0.162,0.778,0.697,0.162,0.869,0.99,0.889,0.828,0.96,0.152,0.727,0.545,0.939,0.182,0.212,0.212,0.788,0.071,0.313,0.222,0.323,0.121,0.293,0.939,0.828,0.202,0.364,0.768,0.747,0.869,0.667,0.717,0.869,0.949,0.889,0.818,0.343,0.444,0.737,0.636,0.727,0.061,0.758,0.657,0.545,0.848,0.717,0.838,0.234,0.98,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.62,0.798,0.232,0.616,0.475,0.98,0.556,0.909,0.919,0.091,0.707,0.96,0.323,0.354,0.455,0.717,0.899,0.293,0.182,0.545,0.657,0.091,0.222,0.323,0.808,0.343,0.859,1.0,0.879,0.111,0.465,0.343,0.354,0.444,0.576,0.909,0.485,0.242,0.788,0.879,0.727,0.485,0.091,0.485,0.434,0.657,0.384,0.051,0.04,0.273,0.949,0.98,0.064,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.91,0.081,0.818,0.273,0.394,0.394,0.687,0.495,0.818,0.798,0.444,0.737,0.202,0.949,0.404,0.01,0.121,0.828,0.98,0.434,0.485,0.374,0.283,0.333,0.141,0.596,0.758,0.747,0.455,0.96,0.818,0.343,0.566,0.384,0.263,0.091,0.394,0.657,0.586,0.051,0.485,0.566,0.111,0.97,0.869,0.848,0.859,0.646,0.141,0.899,0.313,0.162,0.283,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.74,0.99,0.162,0.061,0.707,0.465,0.525,0.919,0.172,0.768,0.869,0.535,0.758,0.919,0.343,0.949,0.414,0.152,0.838,0.828,0.697,0.343,0.111,0.0,0.343,0.152,0.495,0.838,0.768,0.283,0.919,0.747,0.323,0.0,0.293,0.283,0.02,0.263,0.172,0.899,0.737,0.182,0.354,0.131,0.566,0.404,0.768,0.636,0.374,0.152,0.99,0.202,0.292,0.63,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.7,0.889,0.626,0.485,0.444,0.949,0.586,0.727,0.545,0.354,0.697,0.596,0.808,0.646,0.0,0.677,0.838,0.828,0.919,0.899,0.747,0.788,0.556,0.384,0.333,0.475,0.263,0.242,0.404,0.899,0.222,0.545,0.909,0.525,0.667,0.667,0.495,0.505,0.293,0.232,0.475,0.697,0.838,0.929,0.222,0.212,0.808,0.444,0.192,1.0,0.414,0.404,0.281,0.64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.7,0.071,0.566,0.354,0.939,0.525,0.828,0.212,0.556,0.98,0.596,0.515,0.96,0.747,0.232,0.869,0.343,0.01,0.97,0.02,0.889,0.374,0.919,0.616,0.434,0.424,0.212,0.455,0.586,0.97,0.333,0.101,0.202,0.293,0.96,0.263,0.384,0.586,0.061,0.697,0.465,0.485,0.879,0.404,0.98,0.606,0.111,0.293,0.758,0.899,0.313,0.485,0.014,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.96,0.323,0.101,0.626,0.273,0.798,0.333,0.051,0.121,0.818,0.96,0.848,0.586,0.323,0.677,0.889,0.101,0.939,0.263,0.717,0.505,0.879,0.707,0.848,0.99,0.747,0.111,0.273,0.071,0.01,0.545,0.222,0.566,0.97,0.162,0.515,0.879,0.394,0.434,0.596,0.727,0.111,0.778,0.98,0.232,0.495,0.081,0.869,0.788,0.616,0.434,0.707,0.217,0.14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.74,0.232,0.303,0.121,0.889,0.525,0.182,0.535,0.818,0.051,0.414,0.444,0.182,0.374,0.313,0.828,0.333,0.364,0.384,0.172,0.99,0.03,0.424,0.071,0.273,0.03,0.657,0.333,0.141,0.556,0.758,0.879,0.232,0.01,0.253,0.929,0.192,0.909,0.99,0.061,0.929,0.768,0.657,0.939,0.929,0.737,0.707,0.737,0.515,0.606,0.758,0.97,0.25,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.88,0.162,0.495,0.465,0.394,0.333,0.212,0.222,0.485,0.141,0.687,0.909,0.646,0.859,0.535,0.778,0.737,0.394,0.788,0.141,0.424,0.131,0.263,0.798,0.556,0.889,0.889,0.293,0.212,0.242,0.182,0.495,0.091,0.505,0.414,0.212,0.869,0.283,0.869,0.253,0.97,0.03,0.465,1.0,0.192,0.222,0.141,0.02,0.182,0.879,0.616,0.515,0.177,0.62,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.86,0.384,0.273,0.697,0.475,0.212,0.778,0.495,0.485,0.182,0.465,0.667,0.384,0.566,0.131,0.051,0.253,0.98,0.04,0.404,0.485,0.131,0.626,0.081,0.818,0.354,0.646,0.677,0.97,0.081,0.96,0.172,0.788,0.475,0.616,0.737,0.626,0.889,0.737,0.798,0.01,0.212,0.374,0.97,0.02,0.636,0.323,0.364,0.283,0.263,0.98,0.717,0.28,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.75,0.727,0.475,0.929,0.646,0.303,0.01,0.061,1.0,0.828,0.202,0.737,0.848,0.798,0.263,0.374,0.545,0.667,0.667,0.495,0.525,0.525,0.758,0.596,0.242,0.283,0.424,0.545,0.242,0.394,0.495,0.616,0.121,0.313,0.848,0.424,0.566,0.01,0.333,0.646,0.556,0.364,0.596,0.222,0.283,0.121,0.939,0.535,0.727,0.485,0.0,0.535,0.211,0.58,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.9,0.111,0.929,0.131,0.465,0.051,0.828,1.0,0.909,0.939,1.0,0.0,0.778,0.02,0.556,0.586,0.091,0.273,0.222,0.364,0.061,0.909,0.051,0.859,0.121,0.889,0.657,1.0,0.242,0.343,0.99,0.768,0.707,0.99,0.818,0.03,0.121,0.768,0.636,0.515,0.0,0.798,0.818,0.657,0.828,0.929,0.889,0.101,0.03,0.263,0.0,0.667,0.069,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.76,0.788,0.869,0.263,0.111,0.061,0.202,0.859,0.778,0.323,0.162,0.071,0.444,0.879,0.384,0.394,0.172,0.222,0.636,0.97,0.626,0.778,0.414,0.162,0.253,0.202,0.99,0.899,0.788,0.687,0.727,0.051,0.131,0.576,1.0,0.343,0.646,0.747,0.98,0.626,0.727,0.061,0.646,0.889,0.384,0.505,0.131,0.929,0.667,0.364,0.061,0.404,0.192,0.63,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.76,0.232,0.303,0.384,0.768,0.576,0.717,0.051,0.566,0.737,0.879,0.667,0.828,0.697,0.646,0.576,0.414,0.273,0.758,0.596,0.465,0.525,0.485,0.646,0.889,0.828,0.707,0.364,0.869,0.162,0.404,0.212,0.949,0.616,0.152,0.253,0.02,0.808,0.798,0.818,0.929,0.283,0.293,0.273,0.424,0.242,0.03,0.384,0.596,0.485,0.061,0.697,0.083,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.96,0.01,0.263,0.131,0.222,0.586,0.131,0.172,0.121,0.798,0.293,0.404,0.949,0.152,0.051,0.273,0.061,0.525,0.455,0.949,0.798,0.414,0.02,0.182,0.182,0.869,0.313,0.343,0.535,0.424,0.343,0.111,0.525,0.778,0.687,1.0,0.97,0.212,0.586,0.152,0.03,0.414,0.091,0.455,0.182,0.657,0.899,0.485,0.818,0.798,0.515,0.0,0.178,0.97,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.566,0.434,0.434,0.03,0.343,0.838,0.717,0.949,0.152,0.717,0.01,0.283,0.535,0.495,0.667,0.556,0.596,0.768,0.263,0.556,0.192,0.879,0.081,0.051,0.909,0.899,0.121,0.404,0.747,0.384,0.162,0.384,0.141,0.071,0.909,0.727,0.909,0.061,0.374,0.051,0.253,0.111,0.707,0.818,0.404,0.263,0.515,0.444,0.949,0.778,0.646,0.067,0.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.9,0.384,0.505,0.707,0.717,0.091,0.636,0.212,0.354,0.434,0.455,0.313,0.778,0.172,0.212,0.99,0.707,0.03,0.919,0.152,0.545,0.616,0.313,0.475,0.323,0.495,0.697,0.616,0.162,0.97,0.141,0.04,0.556,0.596,0.606,0.434,0.455,0.727,0.414,0.667,0.273,0.586,0.182,0.242,0.202,0.121,0.131,0.758,0.747,0.818,0.727,0.758,0.216,0.97,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.83,0.889,0.899,0.535,0.202,0.242,0.465,0.04,0.949,0.758,0.818,0.152,0.202,0.636,0.071,0.343,0.434,0.535,0.02,0.333,0.131,1.0,0.253,0.768,0.616,0.455,0.111,0.01,0.717,0.364,0.525,0.424,0.374,0.758,0.354,0.889,0.475,0.606,0.141,0.606,0.909,0.677,0.354,0.444,0.859,0.071,0.081,0.475,0.707,0.677,0.848,0.707,0.001,0.47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.72,0.828,0.707,0.747,0.404,0.232,0.788,0.404,0.242,0.99,0.03,0.0,0.596,0.798,0.737,0.111,0.212,0.667,0.667,0.343,0.364,0.596,0.384,0.172,0.434,0.465,0.061,0.374,0.677,0.141,0.081,0.889,0.404,0.556,0.808,1.0,0.586,0.111,0.545,0.273,0.657,0.121,0.616,0.556,0.404,0.576,0.03,0.455,0.172,0.525,0.616,0.707,0.011,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.93,0.242,0.434,0.727,0.869,0.636,0.889,0.101,0.162,0.636,0.717,0.232,0.0,0.02,0.404,0.303,0.616,0.818,0.455,0.303,0.646,0.919,0.636,0.343,0.808,0.556,0.242,0.263,0.414,0.535,0.232,0.687,0.374,0.576,0.152,0.727,0.636,0.01,0.263,0.99,0.475,0.202,0.545,0.556,0.394,0.667,0.293,0.566,0.364,0.061,0.909,0.505,0.284,0.92,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.61,0.566,0.657,0.01,0.97,0.667,0.162,0.364,0.091,0.758,0.657,0.586,0.485,0.556,0.495,0.111,0.737,0.162,0.96,0.657,0.727,0.414,0.051,0.899,0.364,0.707,0.505,0.101,0.596,0.687,0.232,0.717,0.737,0.192,0.485,0.808,0.737,1.0,0.141,0.424,0.192,0.899,0.424,0.768,0.556,0.131,0.616,0.303,0.869,0.879,1.0,0.384,0.276,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.94,0.778,0.04,0.99,0.727,0.121,0.525,0.768,0.131,0.495,0.071,0.01,0.606,0.182,0.02,0.747,0.717,0.556,0.303,0.657,0.869,0.576,0.798,0.869,0.828,0.535,0.828,0.889,0.566,0.424,0.515,0.061,0.828,0.737,0.97,0.515,0.566,0.03,0.798,0.141,0.091,0.838,1.0,0.778,0.273,0.283,0.566,0.828,0.202,0.03,0.859,0.949,0.264,0.71,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.95,0.596,0.606,0.455,0.384,0.141,0.97,0.061,0.0,0.061,0.869,0.121,0.697,0.909,0.434,0.212,0.465,0.626,0.404,0.01,0.071,0.374,0.354,0.273,0.717,0.717,0.404,0.939,0.636,0.283,0.545,0.758,0.182,0.182,0.111,0.465,0.848,0.697,0.162,0.485,0.616,0.263,0.929,0.909,0.424,0.667,0.263,0.04,0.697,0.909,0.747,0.333,0.151,0.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.91,0.061,0.414,0.384,0.535,0.586,0.576,0.929,0.778,0.212,0.949,0.848,0.414,0.182,0.313,0.828,0.121,0.061,0.081,0.424,0.121,0.475,0.121,0.121,0.313,0.828,0.394,0.475,0.717,0.051,0.414,0.253,0.869,0.98,0.859,0.596,1.0,0.323,0.98,0.465,0.929,0.071,0.081,0.495,0.434,0.04,0.162,0.848,0.636,0.111,0.687,0.051,0.033,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.77,0.343,0.859,0.848,0.343,0.04,0.182,0.333,0.828,0.909,0.495,0.808,0.828,0.131,0.747,0.838,0.152,0.818,0.869,0.606,0.051,0.131,0.646,0.111,0.879,0.141,0.788,0.909,0.04,0.939,0.424,0.111,0.667,0.253,0.152,0.788,0.212,0.101,0.677,0.121,0.606,0.636,0.838,1.0,0.434,0.596,0.242,0.778,0.172,0.525,0.242,0.889,0.181,0.85,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.86,0.485,0.192,0.283,0.404,0.354,0.929,0.424,0.657,0.566,0.707,0.465,0.808,0.212,0.889,0.01,0.758,0.394,0.596,0.939,0.596,0.778,0.182,0.323,0.949,0.737,0.455,0.333,0.667,0.576,0.828,0.152,0.727,0.545,0.495,0.465,0.505,0.222,0.141,0.939,0.768,0.899,0.636,0.717,0.465,0.232,0.545,0.687,0.535,0.444,0.303,0.535,0.26,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.69,0.98,0.04,0.424,0.253,0.242,0.354,0.242,0.081,0.374,0.333,0.657,0.667,0.636,0.111,0.283,0.111,0.697,0.343,0.525,0.545,0.091,0.768,0.707,0.778,0.192,0.515,0.788,0.141,0.323,0.0,0.545,0.677,0.929,0.101,0.323,0.424,0.01,0.111,0.879,0.515,0.384,0.384,0.455,0.556,0.556,0.667,0.808,0.253,0.828,0.939,0.616,0.056,0.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.69,0.515,0.192,0.848,0.182,0.646,0.707,0.081,1.0,0.545,0.556,0.101,0.707,0.081,0.818,0.465,0.323,0.141,0.263,0.152,0.04,0.96,0.394,0.303,0.667,0.354,0.879,0.818,0.212,0.515,0.788,0.343,0.081,0.879,0.545,0.424,0.333,0.626,0.414,0.475,0.222,0.848,0.939,0.909,0.202,0.677,0.98,0.061,0.838,0.869,0.061,0.859,0.239,0.76,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.76,0.586,0.646,0.475,0.354,0.515,0.778,0.343,0.99,0.848,0.596,0.374,0.889,0.515,0.374,0.253,0.364,0.121,0.616,0.0,0.242,0.01,0.162,0.242,0.919,0.192,0.01,0.707,0.283,0.455,0.646,0.192,0.253,0.323,0.303,0.798,0.657,0.909,0.707,0.869,0.141,0.939,0.545,0.495,0.667,0.879,0.535,0.697,0.495,0.657,0.091,0.273,0.171,0.69,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.85,0.404,0.263,0.596,0.626,0.394,0.96,0.343,0.172,0.556,0.455,0.121,0.525,0.606,0.636,0.121,0.465,0.667,0.354,0.636,0.01,0.97,0.525,0.354,0.758,0.051,0.717,0.182,0.212,0.899,0.899,0.596,0.566,0.374,1.0,0.778,0.556,0.495,0.101,0.697,0.96,0.818,0.293,0.98,0.091,0.384,0.141,0.919,0.778,0.182,0.283,0.242,0.223,0.94,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.84,0.333,0.081,0.253,0.879,0.768,0.525,0.687,0.879,0.646,0.879,0.394,0.96,0.485,0.677,0.061,0.879,0.293,0.313,0.626,0.98,0.303,0.354,0.172,0.818,0.303,0.606,0.667,0.121,0.808,0.424,0.768,0.848,0.111,0.283,0.394,0.758,0.576,0.0,0.374,0.364,0.242,0.242,0.232,0.657,0.202,1.0,0.051,0.556,0.061,0.515,0.97,0.168,0.53,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.83,0.505,0.535,0.556,0.192,0.909,0.253,0.283,0.596,0.949,0.01,0.667,0.859,0.747,0.747,0.212,0.505,0.657,0.313,0.222,0.717,0.929,0.222,0.838,0.97,0.465,0.293,0.242,0.303,0.343,0.081,0.071,0.697,0.96,0.636,0.404,0.737,0.788,0.061,0.485,0.323,0.414,0.818,0.98,0.051,0.778,0.404,0.212,0.889,0.242,0.636,0.232,0.193,0.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.78,0.172,0.071,0.495,0.808,0.03,0.737,0.97,0.273,0.778,0.869,0.293,0.495,0.242,0.505,0.354,0.99,0.525,0.889,0.364,0.242,0.444,0.556,0.04,0.475,0.505,0.687,0.545,0.576,0.293,0.889,0.576,0.283,0.242,0.04,0.303,0.707,0.687,0.222,0.424,0.859,0.071,0.535,0.657,0.374,0.758,0.323,0.091,0.283,0.091,0.838,0.96,0.105,0.71,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.89,0.202,0.677,0.182,0.596,0.889,0.515,0.899,0.485,0.96,0.444,0.414,0.424,0.677,0.192,0.929,0.515,0.273,0.333,0.667,0.04,0.232,0.04,0.798,0.374,0.576,0.717,0.929,0.293,0.263,0.101,0.505,0.364,0.061,0.667,0.343,0.242,0.636,0.475,0.788,0.768,0.485,0.242,0.091,0.333,0.121,0.323,0.354,0.172,0.838,0.02,0.04,0.184,0.39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.66,0.98,0.141,0.071,0.101,0.374,0.01,0.768,0.394,0.667,0.525,0.424,0.121,0.515,0.111,0.848,0.626,0.758,0.283,0.909,0.283,0.697,0.192,0.495,0.101,0.657,0.253,0.495,0.465,0.253,0.788,0.04,0.121,0.222,0.889,0.222,0.717,0.97,0.455,0.121,0.626,0.263,1.0,0.798,0.657,0.071,0.152,0.545,0.99,0.515,0.838,0.323,0.045,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.96,0.505,0.131,0.404,0.202,0.919,0.98,0.404,0.556,0.535,0.485,0.99,0.737,0.96,0.01,0.02,0.182,0.192,0.455,0.909,0.586,0.434,0.313,0.929,0.727,0.263,0.02,0.455,0.495,0.596,0.202,0.657,0.141,0.778,0.303,0.242,0.879,0.152,0.333,0.667,0.96,0.04,0.778,0.172,0.919,0.818,0.051,0.242,0.273,0.485,0.152,0.515,0.257,0.84,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.81,0.98,0.879,0.626,0.747,0.859,0.121,0.101,0.152,0.606,0.939,0.677,0.091,0.303,0.818,0.556,0.01,0.869,0.091,0.677,0.101,0.697,0.697,0.909,0.879,0.98,0.02,0.384,0.404,0.091,0.909,0.293,0.131,0.051,0.737,0.505,0.051,0.424,0.919,0.364,0.101,0.677,0.768,0.636,0.616,0.667,0.707,0.899,0.121,0.606,0.838,0.03,0.248,0.23,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
